transaction_id,card_number,timestamp,merchant_category,merchant_type,merchant,amount,currency,country,city,city_size,card_type,card_present,device,channel,device_fingerprint,ip_address,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,velocity_last_hour,is_fraud,user_id,account_number
TX_72670032,4555222233334444,2024-09-30 05:19:19.952390+00:00,Gas,local,Local Gas Station,357.61,GBP,UK,Unknown City,medium,Premium Debit,False,Edge,web,02e7514208ebcf4d953bf9e94899c8cc,13.118.184.165,0,False,5,False,"{'num_transactions': 1108, 'total_amount': 30900796.113620624, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2774160.2909997255}",False,U004,3000000001
TX_d9e98016,4555222233334444,2024-09-30 04:44:57.293249+00:00,Gas,major,Chevron,1605.28,GBP,UK,Unknown City,medium,Gold Credit,False,Edge,web,d2321358ebf1cbf14b4d7dce924705b9,120.214.167.183,1,False,4,False,"{'num_transactions': 618, 'total_amount': 11293952.913169803, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1034283.3632513767}",True,U004,3000000001
TX_1159501f,6011222233334445,2024-09-30 01:07:41.259881+00:00,Restaurant,casual,Chili's,8080.72,MXN,Mexico,Unknown City,medium,Basic Debit,False,Safari,web,25b51eb7a9fb4c1779b6b4b3a7ac3f1d,39.151.130.198,1,False,1,False,"{'num_transactions': 281, 'total_amount': 27282693.689115353, 'unique_merchants': 93, 'unique_countries': 12, 'max_single_amount': 1428141.7544237766}",True,U005,1000000003
TX_f372c610,4111222233334442,2024-09-30 00:16:37.609599+00:00,Gas,major,BP,308.45,SGD,Singapore,Unknown City,medium,Basic Debit,False,Firefox,web,53427c41f281e55f3894074f186af886,50.10.9.144,0,False,0,False,"{'num_transactions': 1462, 'total_amount': 30723668.32546023, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1236915.867283379}",False,U002,1000000002
TX_cd7bd832,4111222233334442,2024-09-30 02:29:42.235947+00:00,Grocery,physical,Publix,12072.72,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Chrome,web,59a88bf04dc700a5421e808fc1726fe7,53.55.76.101,1,False,2,False,"{'num_transactions': 1223, 'total_amount': 92396641.27237955, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5935499.765592123}",True,U002,1000000002
TX_0de4d274,6011222233334445,2024-09-30 03:42:10.615149+00:00,Retail,physical,Nike Store,333.3,AUD,Australia,Unknown City,medium,Basic Debit,False,Edge,web,bfde8c0b7de337696fd139fef0175843,116.238.103.65,0,False,3,False,"{'num_transactions': 1481, 'total_amount': 35677695.56644428, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1486076.5751201736}",False,U005,1000000003
TX_bd17d886,6011222233334445,2024-09-30 02:08:20.340286+00:00,Travel,booking,Kayak,11564.54,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Chrome,web,47c0da871e3918712cf9116ad7e85137,88.47.247.38,0,True,2,False,"{'num_transactions': 776, 'total_amount': 21961215.364935063, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 849392.7058362608}",False,U005,1000000003
TX_eb8f320b,4555222233334444,2024-09-30 04:15:40.951647+00:00,Travel,booking,Expedia,9355.07,USD,USA,Dallas,medium,Platinum Credit,True,Magnetic Stripe,pos,f0c105114373a9038ce7778f0662efae,188.198.178.42,1,True,4,False,"{'num_transactions': 375, 'total_amount': 148235843.97882918, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 1183526.107766429}",True,U004,3000000001
TX_ec6899fe,4111222233334441,2024-09-30 01:51:00.437026+00:00,Healthcare,pharmacy,DuaneReade,11444.73,MXN,Mexico,Unknown City,medium,Basic Debit,False,Safari,web,194b6bb89b88457219fa27a5be1a9cb7,55.79.216.202,0,False,1,False,"{'num_transactions': 1089, 'total_amount': 24496678.00171527, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1065740.9556140201}",True,U001,1000000001
TX_7c4bb42c,4555222233334444,2024-09-30 01:47:53.929731+00:00,Restaurant,fast_food,McDonald's,142.61,RUB,Russia,Unknown City,medium,Basic Debit,True,NFC Payment,pos,098cceea33b028aadfe3f4160449acfb,24.44.0.181,1,False,1,False,"{'num_transactions': 1746, 'total_amount': 45151929.14722625, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1961012.971289907}",True,U004,3000000001
TX_38b7aea7,6011222233334445,2024-09-30 01:07:12.954423+00:00,Healthcare,medical,Urgent Care,9160.4,MXN,Mexico,Unknown City,medium,Premium Debit,False,Firefox,web,0ef69f052822b294a8e9abe339e84814,209.156.225.97,0,False,1,False,"{'num_transactions': 1133, 'total_amount': 31577022.952126466, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3872906.4018751644}",False,U005,1000000003
TX_2d0d575e,4555222233334444,2024-09-30 02:12:54.510059+00:00,Entertainment,gaming,Steam,1088.96,SGD,Singapore,Unknown City,medium,Basic Debit,False,Edge,web,a252c7f0cc7c1e0dc9acd45f302d1b29,219.217.6.213,1,True,2,False,"{'num_transactions': 53, 'total_amount': 615267.225423405, 'unique_merchants': 40, 'unique_countries': 8, 'max_single_amount': 261694.6813645503}",True,U004,3000000001
TX_a412f796,5111222233334443,2024-09-30 00:09:32.876050+00:00,Entertainment,events,StubHub,407.76,AUD,Australia,Unknown City,medium,Basic Debit,False,Safari,web,5c74ef62e84a2380ea4e0192703a83d6,200.180.45.99,0,True,0,False,"{'num_transactions': 17, 'total_amount': 658342.1874682899, 'unique_merchants': 16, 'unique_countries': 3, 'max_single_amount': 617380.0643949916}",False,U003,2000000001
TX_1216e3f1,4111222233334441,2024-09-30 02:07:57.009683+00:00,Restaurant,fast_food,Wendy's,91.49,MXN,Mexico,Unknown City,medium,Premium Debit,False,Firefox,web,f515a975d856cbbb574ee44e878434a9,46.245.243.116,1,False,2,False,"{'num_transactions': 1598, 'total_amount': 40440734.17041146, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4636270.485597778}",True,U001,1000000001
TX_bd4566ab,4111222233334441,2024-09-30 01:56:30.146636+00:00,Grocery,online,FreshDirect,7894.77,BRL,Brazil,Unknown City,medium,Platinum Credit,True,Chip Reader,pos,2787470ccc55b0847179450a488c6487,60.157.107.74,1,False,1,False,"{'num_transactions': 673, 'total_amount': 24713643.66981826, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1045774.8851186935}",True,U001,1000000001
TX_38b5a338,4111222233334441,2024-09-30 03:23:34.741308+00:00,Retail,online,Wayfair,1750927.11,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Chrome,web,a85327a74b957ae06c652294934cc59a,138.183.211.9,1,False,3,False,"{'num_transactions': 182, 'total_amount': 8411936.617451165, 'unique_merchants': 81, 'unique_countries': 12, 'max_single_amount': 1750927.1107435713}",True,U001,1000000001
TX_f7aec4ac,4111222233334441,2024-09-30 05:10:33.297761+00:00,Healthcare,medical,Lab Corp,35227.89,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Android App,mobile,7639519ec6bbccae8e07043ade415d6b,158.30.190.231,0,False,5,False,"{'num_transactions': 1122, 'total_amount': 50240701.703228064, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4937893.319819183}",False,U001,1000000001
TX_cc2ec6c6,6011222233334445,2024-09-30 03:47:47.046914+00:00,Entertainment,events,StubHub,143293.03,RUB,Russia,Unknown City,medium,Basic Debit,False,iOS App,mobile,855a94f5ce81f4479357bf52c5b1d5fa,176.53.80.74,0,True,3,False,"{'num_transactions': 216, 'total_amount': 7926731.590181091, 'unique_merchants': 87, 'unique_countries': 12, 'max_single_amount': 948902.7740418148}",True,U005,1000000003
TX_a31767d9,4555222233334444,2024-09-30 04:35:14.080938+00:00,Healthcare,medical,Lab Corp,266.6,EUR,France,Unknown City,medium,Basic Debit,False,iOS App,mobile,555dbb2b9fabeaaefb3fcab6438dd6d3,110.136.156.78,0,False,4,False,"{'num_transactions': 1316, 'total_amount': 29649955.67856704, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1739597.986323604}",False,U004,3000000001
TX_3727fc77,5111222233334443,2024-09-30 04:07:20.640089+00:00,Entertainment,gaming,Epic Games,141.86,EUR,France,Unknown City,medium,Basic Credit,False,Chrome,web,83a203f34ef55d6dca6068dd83db19e3,168.169.116.50,0,True,4,False,"{'num_transactions': 1158, 'total_amount': 32781703.50973834, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2494937.6407029843}",False,U003,2000000001
TX_7d915d6d,4111222233334442,2024-09-30 04:30:07.144521+00:00,Restaurant,casual,TGI Fridays,284.79,CAD,Canada,Unknown City,medium,Basic Credit,False,Edge,web,6ff2801b07cdb52e4d1f9fea6b54e6c3,237.195.89.156,1,False,4,False,"{'num_transactions': 879, 'total_amount': 24646203.9290916, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 3094239.487435885}",False,U002,1000000002
TX_39de53dc,5111222233334443,2024-09-30 03:08:07.997735+00:00,Healthcare,pharmacy,Walgreens,90391.49,RUB,Russia,Unknown City,medium,Gold Credit,True,Magnetic Stripe,pos,997d541df2dfc100fd1c96604caf56e9,69.157.114.110,1,False,3,False,"{'num_transactions': 978, 'total_amount': 36507570.73137885, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5281101.491213792}",True,U003,2000000001
TX_787706d3,4555222233334444,2024-09-30 01:03:07.512789+00:00,Grocery,physical,Publix,1.94,GBP,UK,Unknown City,medium,Gold Credit,False,Safari,web,ed5cdfc1ddb9424767b1794858010eac,33.115.69.189,1,False,1,False,"{'num_transactions': 369, 'total_amount': 11539441.244899742, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 2060700.624130248}",True,U004,3000000001
TX_81045f73,6011222233334445,2024-09-30 00:46:30.248555+00:00,Entertainment,streaming,HBO Max,8304.25,RUB,Russia,Unknown City,medium,Basic Credit,False,Safari,web,bbfe3a4754187829760466c67a675057,165.25.232.139,1,True,0,False,"{'num_transactions': 837, 'total_amount': 47410805.97862449, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 3457974.018701192}",False,U005,1000000003
TX_4cb53d9b,6011222233334445,2024-09-30 04:43:36.351458+00:00,Gas,local,Highway Gas Stop,734.08,BRL,Brazil,Unknown City,medium,Basic Debit,False,Chrome,web,2bc2a5e7166ab67cf156ed153e1bac60,92.84.79.150,1,False,4,False,"{'num_transactions': 761, 'total_amount': 33473751.77028865, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1670063.4481679932}",False,U005,1000000003
TX_0805ad86,4111222233334442,2024-09-30 02:47:52.090136+00:00,Gas,local,Local Gas Station,565.28,EUR,Germany,Unknown City,medium,Platinum Credit,False,Edge,web,6b988f67b8e8c3b4c3aebf71f55b2521,62.179.191.227,0,False,2,False,"{'num_transactions': 820, 'total_amount': 16642543.011236444, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 978286.1984900945}",False,U002,1000000002
TX_1319f88d,4111222233334441,2024-09-30 06:20:50.711776+00:00,Grocery,physical,Publix,6.57,SGD,Singapore,Unknown City,medium,Premium Debit,False,Chrome,web,ec41ac57fb297ca5cdceeda1b007ee40,244.236.211.181,1,False,6,False,"{'num_transactions': 679, 'total_amount': 21007400.407939505, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 4027790.2361363345}",True,U001,1000000001
TX_fa1486c6,4555222233334444,2024-09-30 05:12:11.401061+00:00,Education,supplies,Chegg,54113.05,JPY,Japan,Unknown City,medium,Gold Credit,False,iOS App,mobile,a55a14f1762e1ef5c4f8f4839c9f54e7,218.30.22.192,1,False,5,False,"{'num_transactions': 368, 'total_amount': 17106370.976894237, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 4780578.445145122}",False,U004,3000000001
TX_21443414,6011222233334445,2024-09-30 05:59:52.603998+00:00,Healthcare,medical,Lab Corp,133673.52,JPY,Japan,Unknown City,medium,Platinum Credit,False,Edge,web,56c0d5756e953b6ade227a40008416eb,34.221.146.10,1,False,5,False,"{'num_transactions': 270, 'total_amount': 9725896.750434726, 'unique_merchants': 88, 'unique_countries': 12, 'max_single_amount': 869970.1943363462}",False,U005,1000000003
TX_039da5a9,5111222233334443,2024-09-30 01:40:44.223532+00:00,Grocery,physical,Publix,417.79,EUR,France,Unknown City,medium,Basic Credit,True,Chip Reader,pos,a3004571209f91ea681c8cc2652e206a,5.241.44.146,1,False,1,False,"{'num_transactions': 395, 'total_amount': 9884450.198218625, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 1919720.7845724567}",True,U003,2000000001
TX_e42df51b,4555222233334444,2024-09-30 05:04:39.173081+00:00,Grocery,physical,Trader Joe's,182.74,GBP,UK,Unknown City,medium,Basic Credit,False,iOS App,mobile,7c57495d859589e5926f51bb55f70e32,68.176.170.159,0,False,5,False,"{'num_transactions': 726, 'total_amount': 20325121.20963903, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 2039934.3784656946}",False,U004,3000000001
TX_cfd518a9,4111222233334441,2024-09-30 02:54:05.903500+00:00,Grocery,physical,Publix,25701.3,JPY,Japan,Unknown City,medium,Basic Debit,False,Chrome,web,d22ae365ec191d04e09112c1b27a8da2,93.174.98.195,0,False,2,False,"{'num_transactions': 133, 'total_amount': 5417491.394953014, 'unique_merchants': 74, 'unique_countries': 9, 'max_single_amount': 925686.7859410199}",False,U001,1000000001
TX_946738f4,4111222233334441,2024-09-30 01:29:21.420604+00:00,Healthcare,medical,Urgent Care,1441.13,GBP,UK,Unknown City,medium,Gold Credit,False,Firefox,web,a9d5c6f42e298c003827db99174a3d29,116.130.46.206,1,False,1,False,"{'num_transactions': 536, 'total_amount': 39897450.59641584, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 1768203.9517964795}",True,U001,1000000001
TX_b14a9b5d,5111222233334443,2024-09-30 04:42:41.020446+00:00,Healthcare,pharmacy,Walgreens,11590.48,BRL,Brazil,Unknown City,medium,Basic Debit,True,Chip Reader,pos,13a821c3425bf02a0d8b9dc7d63ce6a3,124.238.75.45,1,False,4,False,"{'num_transactions': 898, 'total_amount': 14315118.582268206, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1236654.9471827215}",True,U003,2000000001
TX_b4a4d613,4111222233334442,2024-09-30 03:48:23.471773+00:00,Grocery,online,Instacart,5.34,BRL,Brazil,Unknown City,medium,Premium Debit,False,Firefox,web,cb78ea1ae968b8059771164aebf9745d,25.194.32.19,1,False,3,False,"{'num_transactions': 1492, 'total_amount': 52799022.90543167, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3290481.4509403375}",True,U002,1000000002
TX_5de9f309,4111222233334442,2024-09-30 05:02:15.418290+00:00,Gas,local,Highway Gas Stop,743.83,CAD,Canada,Unknown City,medium,Platinum Credit,False,Safari,web,f44fd063fa83474e1629a0456b334bd3,251.141.142.249,0,False,5,False,"{'num_transactions': 497, 'total_amount': 11933598.470835561, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 2212328.0964439474}",False,U002,1000000002
TX_0ec43bac,4111222233334441,2024-09-30 02:04:47.228787+00:00,Restaurant,premium,Nobu,381.67,GBP,UK,Unknown City,medium,Gold Credit,False,Chrome,web,70c01f1a4626f5b2ed9d7e9ce696f1d7,152.174.124.84,0,False,2,False,"{'num_transactions': 256, 'total_amount': 9516358.211341007, 'unique_merchants': 91, 'unique_countries': 11, 'max_single_amount': 2712694.85754791}",False,U001,1000000001
TX_b1d1c425,6011222233334445,2024-09-30 03:22:27.122500+00:00,Education,supplies,Chegg,858784.11,NGN,Nigeria,Unknown City,medium,Gold Credit,False,iOS App,mobile,44a65f9d6a5a167d555a7bedf8bd96a1,30.214.166.29,1,False,3,False,"{'num_transactions': 610, 'total_amount': 18678729.18050504, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 1995139.2695482548}",True,U005,1000000003
TX_ee98908d,5111222233334443,2024-09-30 03:34:20.651623+00:00,Gas,major,Chevron,18.71,BRL,Brazil,Unknown City,medium,Gold Credit,False,Safari,web,720888959978bb6d8c30815593677447,87.191.144.57,1,False,3,False,"{'num_transactions': 458, 'total_amount': 10416825.69192984, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 2046872.5162381495}",True,U003,2000000001
TX_3de1b64b,5111222233334443,2024-09-30 02:23:27.963906+00:00,Retail,physical,Nike Store,657.12,SGD,Singapore,Unknown City,medium,Premium Debit,False,Android App,mobile,a39605c813546c81db4ee4c5e9899f9d,10.175.238.57,0,False,2,False,"{'num_transactions': 1400, 'total_amount': 35108027.29467879, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1693779.646311525}",False,U003,2000000001
TX_e2c17ebe,4555222233334444,2024-09-30 03:11:41.905259+00:00,Grocery,physical,Whole Foods,15287.82,RUB,Russia,Unknown City,medium,Basic Debit,False,Safari,web,4f21bdc0064d963cb20a267f491a97e5,59.43.59.23,0,False,3,False,"{'num_transactions': 836, 'total_amount': 27035479.324165367, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1689253.6067856774}",False,U004,3000000001
TX_368c39e7,4111222233334441,2024-09-30 04:56:25.243643+00:00,Grocery,online,Walmart Grocery,226148.08,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Android App,mobile,2f510b03a8d55bf899400b85f110d9f2,28.186.155.194,1,False,4,False,"{'num_transactions': 659, 'total_amount': 23822804.17029587, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2047953.260717426}",True,U001,1000000001
TX_5f83239a,4111222233334441,2024-09-30 00:45:27.954886+00:00,Gas,major,BP,556268.34,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Chrome,web,365466f0a847e915e8cee7fd16ca550e,33.75.156.201,1,False,0,False,"{'num_transactions': 632, 'total_amount': 27244619.859917708, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 5282750.851111904}",True,U001,1000000001
TX_39629cfa,4111222233334441,2024-09-30 04:53:43.737859+00:00,Healthcare,pharmacy,CVS Pharmacy,2727.58,AUD,Australia,Unknown City,medium,Premium Debit,True,NFC Payment,pos,0f07273dd8320476e08de85c4e1e512c,44.174.113.247,1,False,4,False,"{'num_transactions': 1094, 'total_amount': 30772189.887112185, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1294237.4911308845}",True,U001,1000000001
TX_5c0978e1,4555222233334444,2024-09-30 02:08:53.998593+00:00,Healthcare,pharmacy,Rite Aid,353.52,GBP,UK,Unknown City,medium,Premium Debit,False,Android App,mobile,8dfe5e4e442d4bd7a446be887802cc81,119.164.212.219,0,False,2,False,"{'num_transactions': 1742, 'total_amount': 62196864.95513156, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4628682.824279102}",False,U004,3000000001
TX_f517aba8,5111222233334443,2024-09-30 06:14:40.426651+00:00,Retail,physical,Nike Store,210.79,EUR,Germany,Unknown City,medium,Basic Credit,False,Android App,mobile,ab61987145d7487914fb71e47e446dcc,180.152.252.87,0,False,6,False,"{'num_transactions': 125, 'total_amount': 1138819.1442978217, 'unique_merchants': 72, 'unique_countries': 11, 'max_single_amount': 535527.2349805108}",False,U003,2000000001
TX_414b0d1d,5111222233334443,2024-09-30 03:46:38.079351+00:00,Healthcare,pharmacy,Rite Aid,8428.2,BRL,Brazil,Unknown City,medium,Basic Debit,False,iOS App,mobile,a1aa36f201e7d08873745bd0ee0c982e,145.217.10.114,1,False,3,False,"{'num_transactions': 213, 'total_amount': 4314777.690978146, 'unique_merchants': 90, 'unique_countries': 12, 'max_single_amount': 960824.8562680882}",True,U003,2000000001
TX_2e750cfa,4111222233334441,2024-09-30 05:44:28.273064+00:00,Gas,major,Mobil,342.4,AUD,Australia,Unknown City,medium,Basic Credit,False,Chrome,web,ae06bc5eab58d47e169fa1ad1b737a64,167.245.216.128,0,False,5,False,"{'num_transactions': 1594, 'total_amount': 39981199.45103079, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3148451.677382026}",False,U001,1000000001
TX_dd03a762,5111222233334443,2024-09-30 05:25:54.245250+00:00,Travel,hotels,Sheraton,14766.96,MXN,Mexico,Unknown City,medium,Gold Credit,False,Edge,web,e6946bbf4fddc0b6120e9e8d02794ba6,211.223.68.137,0,True,5,False,"{'num_transactions': 1779, 'total_amount': 67629243.04432774, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5281101.491213792}",False,U003,2000000001
TX_70eb1e11,4111222233334442,2024-09-30 02:21:28.985115+00:00,Entertainment,gaming,Epic Games,4.89,AUD,Australia,Unknown City,medium,Basic Debit,False,Android App,mobile,95eea5b2083df926fe5829568727253d,195.239.36.66,1,True,2,False,"{'num_transactions': 1320, 'total_amount': 121746711.38679148, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1581405.9663206637}",True,U002,1000000002
TX_c786d468,4555222233334444,2024-09-30 00:58:08.723203+00:00,Gas,local,Local Gas Station,1291.64,NGN,Nigeria,Unknown City,medium,Basic Credit,True,NFC Payment,pos,01668063898cafc3081a9b2fffa91c81,191.175.190.238,1,False,0,False,"{'num_transactions': 460, 'total_amount': 9027606.08988724, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 1084040.4987710665}",True,U004,3000000001
TX_11dd29d3,4111222233334442,2024-09-30 00:08:10.310667+00:00,Entertainment,events,LiveNation,115165.54,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Firefox,web,7c1d8278e8a01ddd4e007d47ba932361,140.224.91.133,0,True,0,False,"{'num_transactions': 1071, 'total_amount': 110800127.89134045, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1756114.1939809488}",False,U002,1000000002
TX_8f1ccd94,4555222233334444,2024-09-30 03:00:04.983432+00:00,Healthcare,pharmacy,Rite Aid,28683.11,MXN,Mexico,Unknown City,medium,Basic Credit,False,Firefox,web,df90f3f4712605c2ccb51cfc86e8ab0d,204.109.40.64,1,False,3,False,"{'num_transactions': 128, 'total_amount': 4388319.559398766, 'unique_merchants': 66, 'unique_countries': 12, 'max_single_amount': 431859.61653665954}",True,U004,3000000001
TX_d30951eb,6011222233334445,2024-09-30 04:18:03.162181+00:00,Education,online,Coursera,8684.37,BRL,Brazil,Unknown City,medium,Premium Debit,True,Chip Reader,pos,49e12eae3fbdd44eeb92813e42de5f39,72.55.212.25,1,False,4,False,"{'num_transactions': 426, 'total_amount': 10442157.363520486, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 969028.2708965555}",True,U005,1000000003
TX_ebd7d318,6011222233334445,2024-09-30 04:35:05.323865+00:00,Entertainment,events,Regal Cinemas,794079.3,NGN,Nigeria,Unknown City,medium,Gold Credit,False,Android App,mobile,0b4d8746527cbebad1c427937e0af557,145.170.237.24,1,True,4,False,"{'num_transactions': 818, 'total_amount': 53291756.155997396, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1992606.7050123739}",True,U005,1000000003
TX_e928347f,4111222233334442,2024-09-30 02:42:10.508232+00:00,Healthcare,medical,Urgent Care,82.48,EUR,Germany,Unknown City,medium,Basic Credit,False,Safari,web,53d3d5e1f3e57c72740ee492cb90cfab,201.12.137.206,0,False,2,False,"{'num_transactions': 235, 'total_amount': 6534826.004254146, 'unique_merchants': 88, 'unique_countries': 12, 'max_single_amount': 1950862.28096068}",False,U002,1000000002
